conference,title,abstract,keywords
IEEE Security and Privacy 2014,Bootstrapping Privacy Compliance in Big Data Systems,"With the rapid increase in cloud services collecting and using user data to offer personalized experiences, ensuring that these services comply with their privacy policies has become a business imperative for building user trust. However, most compliance efforts in industry today rely on manual review processes and audits designed to safeguard user data, and therefore are resource intensive and lack coverage. In this paper, we present our experience building and operating a system to automate privacy policy compliance checking in Bing. Central to the design of the system are (a) Legal ease-a language that allows specification of privacy policies that impose restrictions on how user data is handled, and (b) Grok-a data inventory for Map-Reduce-like big data systems that tracks how user data flows among programs. Grok maps code-level schema elements to data types in Legal ease, in essence, annotating existing programs with information flow types with minimal human input. Compliance checking is thus reduced to information flow analysis of Big Data systems. The system, bootstrapped by a small team, checks compliance daily of millions of lines of ever-changing source code written by several thousand developers.","Big Data, cloud computing, computer bootstrapping, conformance testing, data privacy, parallel programming, search engines, source code (software), Web services, privacy compliance bootstrapping, cloud services, personalized user experiences, business imperative privacy policies, user trust, automatic privacy policy compliance checking, Bing, Legal ease language, privacy policy specification, user data handling, Grok data inventory, Map-Reduce-like Big Data systems, code-level schema element mapping, datatypes, program annotation, information flow types, minimal human input, source code, Privacy, IP networks, Lattices, Data privacy, Advertising, Semantics, Big data, privacy, compliance, program analysis, bing, information flow, policy, big data,"
IEEE Security and Privacy 2014,Formal Analysis of Chaumian Mix Nets with Randomized Partial Checking,"Mix nets with randomized partial checking (RPC mix nets) have been introduced by Jakobsson, Juels, and Rivest as particularly simple and efficient verifiable mix nets. These mix nets have been used in several implementations of prominent e-voting systems to provide vote privacy and verifiability. In RPC mix nets, higher efficiency is traded for a lower level of privacy and verifiability. However, these mix nets have never undergone a rigorous formal analysis. Recently, Kahazei and Wikstroem even pointed out several severe problems in the original proposal and in implementations of RPC mix nets in e-voting systems, both for so-called re-encryption and Chaumian RPC mix nets. While Kahazei and Wikstroem proposed several fixes, the security status of Chaumian RPC mix nets (with the fixes applied) has been left open, re-encryption RPC mix nets, as they suggest, should not be used at all. In this paper, we provide the first formal security analysis of Chaumian RPC mix nets. We propose security definitions that allow one to measure the level of privacy and verifiability RPC mix nets offer, and then based on these definitions, carry out a rigorous analysis. Altogether, our results show that these mix nets provide a reasonable level of privacy and verifiability, and that they are still an interesting option for the use in e-voting systems.","cryptography, data privacy, government data processing, politics, randomized partial checking, e-voting systems, vote privacy, vote verifiability, Chaumian RPC mix nets, reencryption RPC mix nets, formal security analysis, e-voting systems, Servers, Privacy, Protocols, Public key, Electronic voting, Mix Nets, Random Partial Checking, Cryptographic Analysis, Privacy, Verifiability, Accountability,"
IEEE Security and Privacy 2014,Blind Seer: A Scalable Private DBMS,"Query privacy in secure DBMS is an important feature, although rarely formally considered outside the theoretical community. Because of the high overheads of guaranteeing privacy in complex queries, almost all previous works addressing practical applications consider limited queries (e.g., just keyword search), or provide a weak guarantee of privacy. In this work, we address a major open problem in private DB: efficient sub linear search for arbitrary Boolean queries. We consider scalable DBMS with provable security for all parties, including protection of the data from both server (who stores encrypted data) and client (who searches it), as well as protection of the query, and access control for the query. We design, build, and evaluate the performance of a rich DBMS system, suitable for real-world deployment on today medium-to large-scale DBs. On a modern server, we are able to query a formula over 10TB, 100M-record DB, with 70 searchable index terms per DB row, in time comparable to (insecure) MySQL (many practical queries can be privately executed with work 1.2-3 times slower than MySQL, although some queries are costlier). We support a rich query set, including searching on arbitrary boolean formulas on keywords and ranges, support for stemming, and free keyword searches over text fields. We identify and permit a reasonable and controlled amount of leakage, proving that no further leakage is possible. In particular, we allow leakage of some search pattern information, but protect the query and data, provide a high level of privacy for individual terms in the executed search formula, and hide the difference between a query that returned no results and a query that returned a very small result set. We also support private and complex access policies, integrated in the search process so that a query with empty result set and a query that fails the policy are hard to tell apart.","data privacy, database management systems, query processing, Blind Seer, scalable private DBMS, query privacy, secure DBMS, sublinear search, arbitrary Boolean queries, data protection, encrypted data, query control, medium-to large-scale DB, MySQL, stemming support, free keyword searches, text fields, search pattern information, Cryptography, Servers, Indexes, Privacy, Data privacy, Private database, private search,"
IEEE Security and Privacy 2014,ANONIZE: A Large-Scale Anonymous Survey System,"A secure ad-hoc survey scheme enables a survey authority to independently (without any interaction) select an ad-hoc group of registered users based only on their identities (e.g., their email addresses), and create a survey where only selected users can anonymously submit exactly one response. We present a formalization of secure ad-hoc surveys and a provably-secure implementation in the random oracle model, called ANONIZE. Our performance analysis shows that ANONIZE enables securely implementing million-person anonymous surveys using a single modern workstation. As far as we know, ANONIZE constitutes the first implementation of a large-scale secure computation protocol (of non-trivial functionalities) that scales to millions of users.","authorisation, cryptographic protocols, large-scale anonymous survey system, secure ad-hoc survey scheme, survey authority, ad-hoc group, user identities, email addresses, provably-secure implementation, random oracle model, ANONIZE, person anonymous surveys, modern workstation, large-scale secure computation protocol, nontrivial functionalities, Protocols, Educational institutions, Electronic mail, Abstracts, Registers, Public key, secure anonymous survey system, ANONIZE,"
IEEE Security and Privacy 2014,"Upgrading Your Android, Elevating My Malware: Privilege Escalation through Mobile OS Updating","Android is a fast evolving system, with new updates coming out one after another. These updates often completely overhaul a running system, replacing and adding tens of thousands of files across Android's complex architecture, in the presence of critical user data and applications (apps for short). To avoid accidental damages to such data and existing apps, the upgrade process involves complicated program logic, whose security implications, however, are less known. In this paper, we report the first systematic study on the Android updating mechanism, focusing on its Package Management Service (PMS). Our research brought to light a new type of security-critical vulnerabilities, called Pileup flaws, through which a malicious app can strategically declare a set of privileges and attributes on a low-version operating system (OS) and wait until it is upgraded to escalate its privileges on the new system. Specifically, we found that by exploiting the Pileup vulnerabilities, the app can not only acquire a set of newly added system and signature permissions but also determine their settings (e.g., protection levels), and it can further substitute for new system apps, contaminate their data (e.g., cache, cookies of Android default browser) to steal sensitive user information or change security configurations, and prevent installation of critical system services. We systematically analyzed the source code of PMS using a program verification tool and confirmed the presence of those security flaws on all Android official versions and over 3000 customized versions. Our research also identified hundreds of exploit opportunities the adversary can leverage over thousands of devices across different device manufacturers, carriers and countries. To mitigate this threat without endangering user data and apps during an upgrade, we also developed a new detection service, called SecUP, which deploys a scanner on the user's device to capture the malicious apps designed to exploit Pileup vulnerabilities, based upon the vulnerability-related information automatically collected from newly released Android OS images.","Android (operating system), formal verification, invasive software, mobile computing, malware, mobile OS updating, operating systems, package management service, PMS, security-critical vulnerability, Pileup flaws, low-version operating system, security configuration, user information, program verification tool, malicious apps, Android OS images, Androids, Humanoid robots, Smart phones, Security, Mobile communication, Google, Registers, Android, OS update, Privilege Escalation, Package Manager Service,"
IEEE Security and Privacy 2014,The Peril of Fragmentation: Security Hazards in Android Device Driver Customizations,"Android phone manufacturers are under the perpetual pressure to move quickly on their new models, continuously customizing Android to fit their hardware. However, the security implications of this practice are less known, particularly when it comes to the changes made to Android's Linux device drivers, e.g., those for camera, GPS, NFC etc. In this paper, we report the first study aimed at a better understanding of the security risks in this customization process. Our study is based on ADDICTED, a new tool we built for automatically detecting some types of flaws in customized driver protection. Specifically, on a customized phone, ADDICTED performs dynamic analysis to correlate the operations on a security-sensitive device to its related Linux files, and then determines whether those files are under-protected on the Linux layer by comparing them with their counterparts on an official Android OS. In this way, we can detect a set of likely security flaws on the phone. Using the tool, we analyzed three popular phones from Samsung, identified their likely flaws and built end-to-end attacks that allow an unprivileged app to take pictures and screenshots, and even log the keys the user enters through touch screen. Some of those flaws are found to exist on over a hundred phone models and affect millions of users. We reported the flaws and helped the manufacturers fix those problems. We further studied the security settings of device files on 2423 factory images from major phone manufacturers, discovered over 1,000 vulnerable images and also gained insights about how they are distributed across different Android versions, carriers and countries.","Android (operating system), computer crime, device drivers, flaw detection, smart phones, security hazards, Android Linux device driver customizations, Android phone manufacturers, security implications, security risks, ADDICTED tool, flaws detection, customized driver protection, customized phone, dynamic analysis, security-sensitive device, Linux files, Linux layer, Android OS, security flaws, Samsung phones, end-to-end attacks, phone models, security settings, device files, Smart phones, Linux, Security, Cameras, Hardware, Kernel, Performance evaluation, Android Security, Privacy,"
IEEE Security and Privacy 2014,From Zygote to Morula: Fortifying Weakened ASLR on Android,"There have been many research efforts to secure Android applications and the high-level system mechanisms. The low-level operating system designs have been overlooked partially due to the belief that security issues at this level are similar to those on Linux, which are well-studied. However, we identify that certain Android modifications are at odds with security and result in serious vulnerabilities that need to be addressed immediately. In this paper, we analyze the Zygote process creation model, an Android operating system design for speeding up application launches. Zygote weakens Address Space Layout Randomization (ASLR) because all application processes are created with largely identical memory layouts. We design both remote and local attacks capable of bypassing the weakened ASLR and executing return-oriented programming on Android. We demonstrate the attacks using real applications, such as the Chrome Browser and VLC Media Player. Further, we design and implement Morula, a secure replacement for Zygote. Morula introduces a small amount of code to the Android operating system and can be easily adopted by device vendors. Our evaluation shows that, compared to Zygote, Morula incurs a 13 MB memory increase for each running application but allows each Android process to have an individually randomized memory layout and even a slightly shorter average launch time.","Android (operating system), security of data, Morula, weakened ASLR fortification, address space layout randomization, low-level operating system designs, security issues, Android modifications, Zygote process creation model, Android operating system design, return-oriented programming, Chrome browser, VLC media player, individually randomized memory layout, Androids, Humanoid robots, Layout, Security, Libraries, Browsers, Media, Android, ASLR, Security,"
IEEE Security and Privacy 2014,Secure Multiparty Computations on Bitcoin,"Bit coin is a decentralized digital currency, introduced in 2008, that has recently gained noticeable popularity. Its main features are: (a) it lacks a central authority that controls the transactions, (b) the list of transactions is publicly available, and (c) its syntax allows more advanced transactions than simply transferring the money. The goal of this paper is to show how these properties of Bit coin can be used in the area of secure multiparty computation protocols (MPCs). Firstly, we show that the Bit coin system provides an attractive way to construct a version of ""timed commitments"", where the committer has to reveal his secret within a certain time frame, or to pay a fine. This, in turn, can be used to obtain fairness in some multiparty protocols. Secondly, we introduce a concept of multiparty protocols that work ""directly on Bit coin"". Recall that the standard definition of the MPCs guarantees only that the protocol ""emulates the trusted third party"". Hence ensuring that the inputs are correct, and the outcome is respected is beyond the scope of the definition. Our observation is that the Bit coin system can be used to go beyond the standard ""emulation-based"" definition, by constructing protocols that link their inputs and the outputs with the real Bit coin transactions. As an instantiation of this idea we construct protocols for secure multiparty lotteries using the Bit coin currency, without relying on a trusted authority (one of these protocols uses the Bit coin-based timed commitments mentioned above). Our protocols guarantee fairness for the honest parties no matter how the loser behaves. For example: if one party interrupts the protocol then her money is transferred to the honest participants. Our protocols are practical (to demonstrate it we performed their transactions in the actual Bit coin system), and can be used in real life as a replacement for the online gambling sites. We think that this paradigm can have also other applications. We discuss some of them.","cryptographic protocols, electronic money, Bitcoin, decentralized digital currency, secure multiparty computation protocols, MPC, timed commitments, emulation-based definition, secure multiparty lotteries, online gambling sites, Protocols, Online banking, Games, Cryptography, Standards, Internet, bitocoin, multiparty computations, lottery,"
IEEE Security and Privacy 2014,Zerocash: Decentralized Anonymous Payments from Bitcoin,"Bit coin is the first digital currency to see widespread adoption. While payments are conducted between pseudonyms, Bit coin cannot offer strong privacy guarantees: payment transactions are recorded in a public decentralized ledger, from which much information can be deduced. Zero coin (Miers et al., IEEE S&P 2013) tackles some of these privacy issues by unlinking transactions from the payment's origin. Yet, it still reveals payments' destinations and amounts, and is limited in functionality. In this paper, we construct a full-fledged ledger-based digital currency with strong privacy guarantees. Our results leverage recent advances in zero-knowledge Succinct Non-interactive Arguments of Knowledge (zk-SNARKs). First, we formulate and construct decentralized anonymous payment schemes (DAP schemes). A DAP scheme enables users to directly pay each other privately: the corresponding transaction hides the payment's origin, destination, and transferred amount. We provide formal definitions and proofs of the construction's security. Second, we build Zero cash, a practical instantiation of our DAP scheme construction. In Zero cash, transactions are less than 1 kB and take under 6 ms to verify - orders of magnitude more efficient than the less-anonymous Zero coin and competitive with plain Bit coin.","data privacy, electronic money, Zerocash, decentralized anonymous payments, Bitcoin, privacy guarantees, payment transactions, public decentralized ledger, full-fledged ledger-based digital currency, zero-knowledge succinct noninteractive arguments of knowledge, zk-SNARKs, decentralized anonymous payment schemes, DAP schemes, Zero cash, Online banking, Privacy, Public key, Protocols, Logic gates, Bitcoin, decentralized electronic cash, zero knowledge,"
IEEE Security and Privacy 2014,Permacoin: Repurposing Bitcoin Work for Data Preservation,"Bit coin is widely regarded as the first broadly successful e-cash system. An oft-cited concern, though, is that mining Bit coins wastes computational resources. Indeed, Bit coin's underlying mining mechanism, which we call a scratch-off puzzle (SOP), involves continuously attempting to solve computational puzzles that have no intrinsic utility. We propose a modification to Bit coin that repurposes its mining resources to achieve a more broadly useful goal: distributed storage of archival data. We call our new scheme Perm coin. Unlike Bit coin and its proposed alternatives, Perm coin requires clients to invest not just computational resources, but also storage. Our scheme involves an alternative scratch-off puzzle for Bit coin based on Proofs-of-Retrievability (PORs). Successfully minting money with this SOP requires local, random access to a copy of a file. Given the competition among mining clients in Bit coin, this modified SOP gives rise to highly decentralized file storage, thus reducing the overall waste of Bit coin. Using a model of rational economic agents we show that our modified SOP preserves the essential properties of the original Bit coin puzzle. We also provide parameterizations and calculations based on realistic hardware constraints to demonstrate the practicality of Perm coin as a whole.","data mining, digital storage, electronic money, Permacoin, Bitcoin, data preservation, e-cash system, Bit coin mining, computational resources, scratch-off puzzle, computational puzzles, distributed storage, archival data, Perm coin, proofs-of-retrievability, rational economic agents, Online banking, Peer-to-peer computing, Data mining, Investment, Public key, Outsourcing,"
IEEE Security and Privacy 2014,Cloak and Swagger: Understanding Data Sensitivity through the Lens of User Anonymity,"Most of what we understand about data sensitivity is through user self-report (e.g., surveys), this paper is the first to use behavioral data to determine content sensitivity, via the clues that users give as to what information they consider private or sensitive through their use of privacy enhancing product features. We perform a large-scale analysis of user anonymity choices during their activity on Quora, a popular question-and-answer site. We identify categories of questions for which users are more likely to exercise anonymity and explore several machine learning approaches towards predicting whether a particular answer will be written anonymously. Our findings validate the viability of the proposed approach towards an automatic assessment of data sensitivity, show that data sensitivity is a nuanced measure that should be viewed on a continuum rather than as a binary concept, and advance the idea that machine learning over behavioral data can be effectively used in order to develop product features that can help keep users safe.","data privacy, learning (artificial intelligence), cloak, swagger, data sensitivity, user anonymity, user self-report, behavioral data, content sensitivity, privacy enhancing product features, Quora, question-and-answer site, machine learning, automatic assessment, Context, Sensitivity, Privacy, Data privacy, Facebook, Crawlers, Search engines,"
IEEE Security and Privacy 2014,Stopping a Rapid Tornado with a Puff,"RaptorQ is the most advanced fountain code proposed so far. Its properties make it attractive for forward error correction (FEC), offering high reliability at low overheads (i.e., for a small amount of repair information) and efficient encoding and decoding operations. Since RaptorQ's emergence, it has already been standardized by the IETF, and there is the expectation that it will be adopted by several other standardization bodies, in areas related to digital media broadcast, cellular networks, and satellite communications. The paper describes a new attack on RaptorQ that breaks the near ideal FEC performance, by carefully choosing which packets are allowed to reach the receiver. Furthermore, the attack was extended to be performed over secure channels with IPsec/ESP. The paper also proposes a few solutions to protect the code from the attack, which could be easily integrated into the implementations.","cryptography, data protection, decoding, encoding, forward error correction, telecommunication security, RaptorQ, advanced fountain code, forward error correction, FEC, encoding operations, decoding operations, IETF, digital media broadcast, cellular networks, satellite communications, secure channels, IPsec-ESP, code protection, Encoding, Decoding, Maintenance engineering, Equations, Mathematical model, Receivers, Generators, raptor codes, fountain codes, resilience, malicious faults,"
IEEE Security and Privacy 2014,SoK: Security and Privacy in Implantable Medical Devices and Body Area Networks,"Balancing security, privacy, safety, and utility is a necessity in the health care domain, in which implantable medical devices (IMDs) and body area networks (BANs) have made it possible to continuously and automatically manage and treat a number of health conditions. In this work, we survey publications aimed at improving security and privacy in IMDs and health-related BANs, providing clear definitions and a comprehensive overview of the problem space. We analyze common themes, categorize relevant results, and identify trends and directions for future research. We present a visual illustration of this analysis that shows the progression of IMD/BAN research and highlights emerging threats. We identify three broad research categories aimed at ensuring the security and privacy of the telemetry interface, software, and sensor interface layers and discuss challenges researchers face with respect to ensuring reproducibility of results. We find that while the security of the telemetry interface has received much attention in academia, the threat of software exploitation and the sensor interface layer deserve further attention. In addition, we observe that while the use of physiological values as a source of entropy for cryptographic keys holds some promise, a more rigorous assessment of the security and practicality of these schemes is required.","biomedical equipment, biomedical telemetry, body area networks, data privacy, health care, private key cryptography, prosthetics, radiotelemetry, SoK, implantable medical devices, body area networks, safety issue, utility issue, health care domain, health conditions, security improvement, privacy improvement, IMD, health-related BAN, telemetry interface, sensor interface layers, software exploitation threat, physiological values, entropy source, cryptographic keys, Security, Privacy, Wireless sensor networks, Telemetry, Wireless communication, Medical diagnostic imaging, Communication system security, security, privacy, health, implantable medical devices, body area networks,"
IEEE Security and Privacy 2014,Quantifying Information Flow for Dynamic Secrets,"A metric is proposed for quantifying leakage of information about secrets and about how secrets change over time. The metric is used with a model of information flow for probabilistic, interactive systems with adaptive adversaries. The model and metric are implemented in a probabilistic programming language and used to analyze several examples. The analysis demonstrates that adaptivity increases information flow.","cryptography, high level languages, interactive systems, probability, information flow, dynamic secrets, information leakage, probabilistic systems, interactive systems, probabilistic programming language, Probabilistic logic, History, Measurement, Context, Adaptation models, Security, Automata, dynamic secret, quantitative information flow, probabilistic programming, gain function, vulnerability,"
IEEE Security and Privacy 2014,Not-So-Random Numbers in Virtualized Linux and the Whirlwind RNG,"Virtualized environments are widely thought to cause problems for software-based random number generators (RNGs), due to use of virtual machine (VM) snapshots as well as fewer and believed-to-be lower quality entropy sources. Despite this, we are unaware of any published analysis of the security of critical RNGs when running in VMs. We fill this gap, using measurements of Linux's RNG systems (without the aid of hardware RNGs, the most common use case today) on Xen, VMware, and Amazon EC2. Despite CPU cycle counters providing a significant source of entropy, various deficiencies in the design of the Linux RNG makes its first output vulnerable during VM boots and, more critically, makes it suffer from catastrophic reset vulnerabilities. We show cases in which the RNG will output the exact same sequence of bits each time it is resumed from the same snapshot. This can compromise, for example, cryptographic secrets generated after resumption. We explore legacy-compatible countermeasures, as well as a clean-slate solution. The latter is a new RNG called Whirlwind that provides a simpler, more-secure solution for providing system randomness.","Linux, virtual machines, not-so-random numbers, virtualized Linux, Whirlwind RNG, virtualized environments, software-based random number generators, virtual machine, VM snapshots, entropy sources, Linux RNG systems, VM boots, cryptographic secrets, Entropy, Linux, Kernel, Cryptography, Hardware, Instruments, random number generator, virtualization,"
IEEE Security and Privacy 2014,Out of Control: Overcoming Control-Flow Integrity,"As existing defenses like ASLR, DEP, and stack cookies are not sufficient to stop determined attackers from exploiting our software, interest in Control Flow Integrity (CFI) is growing. In its ideal form, CFI prevents flows of control that were not intended by the original program, effectively putting a stop to exploitation based on return oriented programming (and many other attacks besides). Two main problems have prevented CFI from being deployed in practice. First, many CFI implementations require source code or debug information that is typically not available for commercial software. Second, in its ideal form, the technique is very expensive. It is for this reason that current research efforts focus on making CFI fast and practical. Specifically, much of the work on practical CFI is applicable to binaries, and improves performance by enforcing a looser notion of control flow integrity. In this paper, we examine the security implications of such looser notions of CFI: are they still able to prevent code reuse attacks, and if not, how hard is it to bypass its protection? Specifically, we show that with two new types of gadgets, return oriented programming is still possible. We assess the availability of our gadget sets, and demonstrate the practicality of these results with a practical exploit against Internet Explorer that bypasses modern CFI implementations.","programming, security of data, control flow integrity, CFI, return oriented programming, code reuse attacks, Internet Explorer, Software, Security, Internet, Programming, Electronic mail, Payloads, Integrated circuits, Control-flow integrity evaluation, code-reuse attack,"
IEEE Security and Privacy 2014,Modeling and Discovering Vulnerabilities with Code Property Graphs,"The vast majority of security breaches encountered today are a direct result of insecure code. Consequently, the protection of computer systems critically depends on the rigorous identification of vulnerabilities in software, a tedious and error-prone process requiring significant expertise. Unfortunately, a single flaw suffices to undermine the security of a system and thus the sheer amount of code to audit plays into the attacker's cards. In this paper, we present a method to effectively mine large amounts of source code for vulnerabilities. To this end, we introduce a novel representation of source code called a code property graph that merges concepts of classic program analysis, namely abstract syntax trees, control flow graphs and program dependence graphs, into a joint data structure. This comprehensive representation enables us to elegantly model templates for common vulnerabilities with graph traversals that, for instance, can identify buffer overflows, integer overflows, format string vulnerabilities, or memory disclosures. We implement our approach using a popular graph database and demonstrate its efficacy by identifying 18 previously unknown vulnerabilities in the source code of the Linux kernel.","computational linguistics, graphs, source code (software), trees (mathematics), modeling, discovering vulnerabilities, code property graphs, security breaches, insecure code, computer systems, rigorous identification, error-prone process, single flaw suffices, source code, classic program analysis, abstract syntax trees, control flow graphs, program dependence graphs, data structure, graph traversals, buffer overflows, integer overflows, format string vulnerabilities, memory disclosures, popular graph database, Linux kernel, Syntactics, Security, Abstracts, Joints, Databases, Kernel, Vulnerabilities, Static Analysis, Graph Databases,"
IEEE Security and Privacy 2014,SoK: Introspections on Trust and the Semantic Gap,"An essential goal of Virtual Machine Introspection (VMI) is assuring security policy enforcement and overall functionality in the presence of an untrustworthy OS. A fundamental obstacle to this goal is the difficulty in accurately extracting semantic meaning from the hypervisor's hardware level view of a guest OS, called the semantic gap. Over the twelve years since the semantic gap was identified, immense progress has been made in developing powerful VMI tools. Unfortunately, much of this progress has been made at the cost of reintroducing trust into the guest OS, often in direct contradiction to the underlying threat model motivating the introspection. Although this choice is reasonable in some contexts and has facilitated progress, the ultimate goal of reducing the trusted computing base of software systems is best served by a fresh look at the VMI design space. This paper organizes previous work based on the essential design considerations when building a VMI system, and then explains how these design choices dictate the trust model and security properties of the overall system. The paper then observes portions of the VMI design space which have been under-explored, as well as potential adaptations of existing techniques to bridge the semantic gap without trusting the guest OS. Overall, this paper aims to create an essential checkpoint in the broader quest for meaningful trust in virtualized environments through VM introspection.","information retrieval, security of data, trusted computing, virtual machines, virtualisation, virtual machine introspection, VMI system, semantic gap, trusted computing base, system security, virtualized environments, semantic meaning extraction, Kernel, Data structures, Semantics, Virtual machine monitors, Monitoring, Linux, Security, VM Introspection, semantic gap, trust,"
IEEE Security and Privacy 2014,Automating Efficient RAM-Model Secure Computation,"RAM-model secure computation addresses the inherent limitations of circuit-model secure computation considered in almost all previous work. Here, we describe the first automated approach for RAM-model secure computation in the semi-honest model. We define an intermediate representation called SCVM and a corresponding type system suited for RAM-model secure computation. Leveraging compile-time optimizations, our approach achieves order-of-magnitude speedups compared to both circuit-model secure computation and the state-of-art RAM-model secure computation.","program compilers, random-access storage, security of data, random access machine, automated RAM-model secure computation approach, intermediate representation, SCVM, compile-time optimizations, order-of-magnitude speedups, Random access memory, Protocols, Arrays, Computational modeling, Integrated circuit modeling, Security, Program processors,"
IEEE Security and Privacy 2014,Dynamic Searchable Encryption via Blind Storage,"Dynamic Searchable Symmetric Encryption allows a client to store a dynamic collection of encrypted documents with a server, and later quickly carry out keyword searches on these encrypted documents, while revealing minimal information to the server. In this paper we present a new dynamic SSE scheme that is simpler and more efficient than existing schemes while revealing less information to the server than prior schemes, achieving fully adaptive security against honest-but-curious servers. We implemented a prototype of our scheme and demonstrated its efficiency on datasets from prior work. Apart from its concrete efficiency, our scheme is also simpler: in particular, it does not require the server to support any operation other than upload and download of data. Thus the server in our scheme can be based solely on a cloud storage service, rather than a cloud computation service as well, as in prior work. In building our dynamic SSE scheme, we introduce a new primitive called Blind Storage, which allows a client to store a set of files on a remote server in such a way that the server does not learn how many files are stored, or the lengths of the individual files, as each file is retrieved, the server learns about its existence (and can notice the same file being downloaded subsequently), but the file's name and contents are not revealed. This is a primitive with several applications other than SSE, and is of independent interest.","cloud computing, cryptography, storage management, blind storage, dynamic searchable symmetric encryption, keyword search, dynamic SSE scheme, fully adaptive security, honest-but-curious server security, cloud storage service, cloud computation service, Servers, Cloud computing, Privacy, Adaptation models, Encryption, dynamic searchable encryption, secure cloud storage, cloud security,"
IEEE Security and Privacy 2014,"Wysteria: A Programming Language for Generic, Mixed-Mode Multiparty Computations","In a Secure Multiparty Computation (SMC), mutually distrusting parties use cryptographic techniques to cooperatively compute over their private data, in the process each party learns only explicitly revealed outputs. In this paper, we present Wysteria, a high-level programming language for writing SMCs. As with past languages, like Fairplay, Wysteria compiles secure computations to circuits that are executed by an underlying engine. Unlike past work, Wysteria provides support for mixed-mode programs, which combine local, private computations with synchronous SMCs. Wysteria complements a standard feature set with built-in support for secret shares and with wire bundles, a new abstraction that supports generic n-party computations. We have formalized Wysteria, its refinement type system, and its operational semantics. We show that Wysteria programs have an easy-to-understand single-threaded interpretation and prove that this view corresponds to the actual multi-threaded semantics. We also prove type soundness, a property we show has security ramifications, namely that information about one party's data can only be revealed to another via (agreed upon) secure computations. We have implemented Wysteria, and used it to program a variety of interesting SMC protocols from the literature, as well as several new ones. We find that Wysteria's performance is competitive with prior approaches while making programming far easier, and more trustworthy.","cryptographic protocols, data privacy, high level languages, multi-threading, mixed mode multiparty computations, secure multiparty computation, cryptographic techniques, private data, high level programming language, Wysteria compiles, mixed-mode programs, synchronous SMC, generic n-party computations, formalized Wysteria programs, refinement type system, operational semantics, multithreaded semantics, security ramifications, secure computations, SMC protocols, Wysteria performance, Wires, Protocols, Cryptography, Semantics, Writing, Educational institutions, Standards, Secure multi-party computation, Functional language, Dependent type system,"
IEEE Security and Privacy 2014,An Expressive Model for the Web Infrastructure: Definition and Application to the Browser ID SSO System,"The web constitutes a complex infrastructure and, as demonstrated by numerous attacks, rigorous analysis of standards and web applications is indispensable. Inspired by successful prior work, in particular the work by Akhawe et al. as well as Bansal et al., in this work we propose a formal model for the web infrastructure. While unlike prior works, which aim at automatic analysis, our model so far is not directly amenable to automation, it is much more comprehensive and accurate with respect to the standards and specifications. As such, it can serve as a solid basis for the analysis of a broad range of standards and applications. As a case study and another important contribution of our work, we use our model to carry out the first rigorous analysis of the Browser ID system (a.k.a. Mozilla Persona), a recently developed complex real-world single sign-on system that employs technologies such as AJAX, cross-document messaging, and HTML5 web storage. Our analysis revealed a number of very critical flaws that could not have been captured in prior models. We propose fixes for the flaws, formally state relevant security properties, and prove that the fixed system in a setting with a so-called secondary identity provider satisfies these security properties in our model. The fixes for the most critical flaws have already been adopted by Mozilla and our findings have been rewarded by the Mozilla Security Bug Bounty Program.","Internet, online front-ends, program debugging, security of data, Web infrastructure, browserID SSO system, rigorous analysis, Web applications, formal model, automatic analysis, AJAX, cross-document messaging, HTML5 web storage, state relevant security properties, secondary identity provider, Mozilla security bug bounty program, Web security, formal security analysis, single sign-on system, Browsers, Analytical models, Security, Standards, Web servers, Mathematical model, Web Security, Formal Security Analysis, Web Model, Single Sign-on,"
IEEE Security and Privacy 2014,A Study of Probabilistic Password Models,"A probabilistic password model assigns a probability value to each string. Such models are useful for research into understanding what makes users choose more (or less) secure passwords, and for constructing password strength meters and password cracking utilities. Guess number graphs generated from password models are a widely used method in password research. In this paper, we show that probability-threshold graphs have important advantages over guess-number graphs. They are much faster to compute, and at the same time provide information beyond what is feasible in guess-number graphs. We also observe that research in password modeling can benefit from the extensive literature in statistical language modeling. We conduct a systematic evaluation of a large number of probabilistic password models, including Markov models using different normalization and smoothing methods, and found that, among other things, Markov models, when done correctly, perform significantly better than the Probabilistic Context-Free Grammar model proposed in Weir et al., which has been used as the state-of-the-art password model in recent research.","graph theory, Markov processes, probability, security of data, probabilistic password models, secure passwords, password strength meters, password cracking utilities, guess number graphs, probability-threshold graphs, statistical language modeling, Markov models, Markov processes, Computational modeling, Testing, Training, Educational institutions, Dictionaries, Probabilistic logic,"
