conference,title,abstract,keywords
IEEE Security and Privacy 2013,Zerocoin: Anonymous Distributed E-Cash from Bitcoin,"Bitcoin is the first e-cash system to see widespread adoption. While Bitcoin offers the potential for new types of financial interaction, it has significant limitations regarding privacy. Specifically, because the Bitcoin transaction log is completely public, users' privacy is protected only through the use of pseudonyms. In this paper we propose Zerocoin, a cryptographic extension to Bitcoin that augments the protocol to allow for fully anonymous currency transactions. Our system uses standard cryptographic assumptions and does not introduce new trusted parties or otherwise change the security model of Bitcoin. We detail Zerocoin's cryptographic construction, its integration into Bitcoin, and examine its performance both in terms of computation and impact on the Bitcoin protocol.","cryptography, data privacy, electronic money, Zerocoin cryptographic construction, anonymous distributed e-cash, Bitcoin protocol, financial interaction, user privacy, pseudonym, cryptographic extension, anonymous currency transactions, standard cryptographic assumptions, Online banking, Protocols, Cryptography, Privacy, Peer-to-peer computing, Concrete,"
IEEE Security and Privacy 2013,seL4: From General Purpose to a Proof of Information Flow Enforcement,"In contrast to testing, mathematical reasoning and formal verification can show the absence of whole classes of security vulnerabilities. We present the, to our knowledge, first complete, formal, machine-checked verification of information flow security for the implementation of a general-purpose microkernel; namely seL4. Unlike previous proofs of information flow security for operating system kernels, ours applies to the actual 8, 830 lines of C code that implement seL4, and so rules out the possibility of invalidation by implementation errors in this code. We assume correctness of compiler, assembly code, hardware, and boot code. We prove everything else. This proof is strong evidence of seL4's utility as a separation kernel, and describes precisely how the general purpose kernel should be configured to enforce isolation and mandatory information flow control. We describe the information flow security statement we proved (a variant of intransitive noninterference), including the assumptions on which it rests, as well as the modifications that had to be made to seL4 to ensure it was enforced. We discuss the practical limitations and implications of this result, including covert channels not covered by the formal proof.","formal verification, inference mechanisms, operating system kernels, program compilers, security of data, seL4 general-purpose microkernel, information flow enforcement, mathematical reasoning, formal verification, security vulnerability, machine-checked verification, information flow security, compiler, assembly code, hardware, boot code, separation kernel, Kernel, Access control, Message systems, Hardware, Abstracts, Silicon, information flow control, formal verification,"
IEEE Security and Privacy 2013,"Design, Implementation and Verification of an eXtensible and Modular Hypervisor Framework","We present the design, implementation, and verification of XMHF- an eXtensible and Modular Hypervisor Framework. XMHF is designed to achieve three goals -- modular extensibility, automated verification, and high performance. XMHF includes a core that provides functionality common to many hypervisor-based security architectures and supports extensions that augment the core with additional security or functional properties while preserving the fundamental hypervisor security property of memory integrity (i.e., ensuring that the hypervisor's memory is not modified by software running at a lower privilege level). We verify the memory integrity of the XMHF core -- 6018 lines of code -- using a combination of automated and manual techniques. The model checker CBMC automatically verifies 5208 lines of C code in about 80 seconds using less than 2GB of RAM. We manually audit the remaining 422 lines of C code and 388 lines of assembly language code that are stable and unlikely to change as development proceeds. Our experiments indicate that XMHF's performance is comparable to popular high-performance general-purpose hypervisors for the single guest that it supports.","assembly language, design engineering, formal verification, security of data, virtual machines, extensible and modular hypervisor framework design, extensible and modular hypervisor framework implementation, extensible and modular hypervisor framework verification, XMHF core, modular extensibility, automated verification, high-performance general-purpose hypervisors, hypervisor-based security architectures, fundamental hypervisor security property, memory integrity, model checker CBMC, C code, assembly language code, time 80 s, Virtual machine monitors, Hardware, Security, Performance evaluation, Computer architecture, Software, Virtualization, Hypervisor Framework, Memory Integrity, Verification, Hypervisor Applications (""Hypapps""),"
IEEE Security and Privacy 2013,Implementing TLS with Verified Cryptographic Security,"TLS is possibly the most used protocol for secure communications, with a 18-year history of flaws and fixes, ranging from its protocol logic to its cryptographic design, and from the Internet standard to its diverse implementations. We develop a verified reference implementation of TLS 1.2. Our code fully supports its wire formats, ciphersuites, sessions and connections, re-handshakes and resumptions, alerts and errors, and data fragmentation, as prescribed in the RFCs; it interoperates with mainstream web browsers and servers. At the same time, our code is carefully structured to enable its modular, automated verification, from its main API down to computational assumptions on its cryptographic algorithms. Our implementation is written in F# and specified in F7. We present security specifications for its main components, such as authenticated stream encryption for the record layer and key establishment for the handshake. We describe their verification using the F7 typechecker. To this end, we equip each cryptographic primitive and construction of TLS with a new typed interface that captures its security properties, and we gradually replace concrete implementations with ideal functionalities. We finally typecheck the protocol state machine, and obtain precise security theorems for TLS, as it is implemented and deployed. We also revisit classic attacks and report a few new ones.","application program interfaces, computer network security, cryptographic protocols, file servers, formal specification, Internet, online front-ends, TLS 1.2, verified cryptographic security, protocol logic, cryptographic design, Internet standard, wire formats, ciphersuites, sessions, connections, re-handshakes, resumption, alerts, errors, data fragmentation, RFC, mainstream Web browser, Web servers, API, F#, F7 typechecker, security specifications, authenticated stream encryption, record layer, key establishment, typed interface, protocol state machine, classic attacks, transport layer security, time 18 year, Protocols, Servers, Standards, Encryption, Libraries, Transport Layer Security, Security Protocol Implementation, Formal Verification, Provable Security,"
IEEE Security and Privacy 2013,An Ideal-Security Protocol for Order-Preserving Encoding,"Order-preserving encryption - an encryption scheme where the sort order of ciphertexts matches the sort order of the corresponding plaintexts - allows databases and other applications to process queries involving order over encrypted data efficiently. The ideal security guarantee for order-preserving encryption put forth in the literature is for the ciphertexts to reveal no information about the plaintexts besides order. Even though more than a dozen schemes were proposed, all these schemes leak more information than order. This paper presents the first order-preserving scheme that achieves ideal security. Our main technique is mutable ciphertexts, meaning that over time, the ciphertexts for a small number of plaintext values change, and we prove that mutable ciphertexts are needed for ideal security. Our resulting protocol is interactive, with a small number of interactions. We implemented our scheme and evaluated it on microbenchmarks and in the context of an encrypted MySQL database application. We show that in addition to providing ideal security, our scheme achieves 1 - 2 orders of magnitude higher performance than the state-of-the-art order-preserving encryption scheme, which is less secure than our scheme.","cryptographic protocols, encoding, query processing, SQL, ideal-security protocol, order-preserving encoding, order-preserving encryption, mutable ciphertexts, plaintexts, encrypted MySQL database application, query processing, first order-preserving scheme, microbenchmarks, Encoding, Servers, Encryption, Vegetation, Protocols, order-preserving encryption, encoding,"
IEEE Security and Privacy 2013,Efficient Garbling from a Fixed-Key Blockcipher,"We advocate schemes based on fixed-key AES as the best route to highly efficient circuit-garbling. We provide such schemes making only one AES call per garbled-gate evaluation. On the theoretical side, we justify the security of these methods in the random-permutation model, where parties have access to a public random permutation. On the practical side, we provide the Just Garble system, which implements our schemes. Just Garble evaluates moderate-sized garbled-circuits at an amortized cost of 23.2 cycles per gate (7.25 nsec), far faster than any prior reported results.","cryptography, circuit-garbling, fixed-key blockcipher, fixed-key AES, garbled-gate evaluation, random-permutation model, public random permutation, Just Garble system, moderate-sized garbled-circuits, Logic gates, Wires, Cryptography, Protocols, Games, Semantics, Garbled circuits, garbling schemes, multiparty computation, random-permutation model, timing study, Yao's protocol,"
IEEE Security and Privacy 2013,Circuit Structures for Improving Efficiency of Security and Privacy Tools,"Several techniques in computer security, including generic protocols for secure computation and symbolic execution, depend on implementing algorithms in static circuits. Despite substantial improvements in recent years, tools built using these techniques remain too slow for most practical uses. They require transforming arbitrary programs into either Boolean logic circuits, constraint sets on Boolean variables, or other equivalent representations, and the costs of using these tools scale directly with the size of the input circuit. Hence, techniques for more efficient circuit constructions have benefits across these tools. We show efficient circuit constructions for various simple but commonly used data structures including stacks, queues, and associative maps. While current practice requires effectively copying the entire structure for each operation, our techniques take advantage of locality and batching to provide amortized costs that scale polylogarithmically in the size of the structure. We demonstrate how many common array usage patterns can be significantly improved with the help of these circuit structures. We report on experiments using our circuit structures for both generic secure computation using garbled circuits and automated test input generation using symbolic execution, and demonstrate order of magnitude improvements for both applications.","Boolean algebra, data privacy, logic circuits, circuit structures, security tools, privacy tools, computer security, generic protocols, computation security, symbolic execution, static circuits, Boolean logic circuits, Boolean variables, data structures, locality, batching, array usage patterns, garbled circuits, automated test input generation, Arrays, Protocols, Radiation detectors, Multiplexing, Logic gates, Indexes, Wires, secure computation, symbolic execution, circuits, optimization,"
IEEE Security and Privacy 2013,SoK: SSL and HTTPS: Revisiting Past Challenges and Evaluating Certificate Trust Model Enhancements,"Internet users today depend daily on HTTPS for secure communication with sites they intend to visit. Over the years, many attacks on HTTPS and the certificate trust model it uses have been hypothesized, executed, and/or evolved. Meanwhile the number of browser-trusted (and thus, de facto, user-trusted) certificate authorities has proliferated, while the due diligence in baseline certificate issuance has declined. We survey and categorize prominent security issues with HTTPS and provide a systematic treatment of the history and on-going challenges, intending to provide context for future directions. We also provide a comparative evaluation of current proposals for enhancing the certificate infrastructure used in practice.","Internet, online front-ends, security of data, transport protocols, SoK, SSL, HTTPS, certificate trust model enhancements, Internet users, browser-trusted certificate authority, baseline certificate issuance, Browsers, Protocols, Servers, Cryptography, Organizations, Software, SSL, certificates, browser trust model, usability,"
IEEE Security and Privacy 2013,Lucky Thirteen: Breaking the TLS and DTLS Record Protocols,"The Transport Layer Security (TLS) protocol aims to provide confidentiality and integrity of data in transit across untrusted networks. TLS has become the de facto secure protocol of choice for Internet and mobile applications. DTLS is a variant of TLS that is growing in importance. In this paper, we present distinguishing and plaintext recovery attacks against TLS and DTLS. The attacks are based on a delicate timing analysis of decryption processing in the two protocols. We include experimental results demonstrating the feasibility of the attacks in realistic network environments for several different implementations of TLS and DTLS, including the leading OpenSSL implementations. We provide countermeasures for the attacks. Finally, we discuss the wider implications of our attacks for the cryptographic design used by TLS and DTLS.","computer network security, cryptographic protocols, data integrity, Internet, mobile computing, DTLS record protocols, transport layer security protocol, data confidentiality, data integrity, de facto secure protocol, Internet, mobile applications, plaintext recovery attacks, timing analysis, decryption, OpenSSL implementations, cryptographic design, Timing, Encryption, Ciphers, Media Access Protocol, TLS, DTLS, CBC-mode encryption, timing attack, plaintext recovery,"
IEEE Security and Privacy 2013,Cookieless Monster: Exploring the Ecosystem of Web-Based Device Fingerprinting,"The web has become an essential part of our society and is currently the main medium of information delivery. Billions of users browse the web on a daily basis, and there are single websites that have reached over one billion user accounts. In this environment, the ability to track users and their online habits can be very lucrative for advertising companies, yet very intrusive for the privacy of users. In this paper, we examine how web-based device fingerprinting currently works on the Internet. By analyzing the code of three popular browser-fingerprinting code providers, we reveal the techniques that allow websites to track users without the need of client-side identifiers. Among these techniques, we show how current commercial fingerprinting approaches use questionable practices, such as the circumvention of HTTP proxies to discover a user's real IP address and the installation of intrusive browser plugins. At the same time, we show how fragile the browser ecosystem is against fingerprinting through the use of novel browser-identifying techniques. With so many different vendors involved in browser development, we demonstrate how one can use diversions in the browsers' implementation to distinguish successfully not only the browser-family, but also specific major and minor versions. Browser extensions that help users spoof the user-agent of their browsers are also evaluated. We show that current commercial approaches can bypass the extensions, and, in addition, take advantage of their shortcomings by using them as additional fingerprinting features.","data privacy, Internet, online front-ends, Web sites, cookieless monster, Web-based device fingerprinting ecosystem, information delivery, Websites, user privacy, Internet, browser-fingerprinting code providers, IP address, intrusive browser plugins, browser-identifying techniques, user-agent, Browsers, Companies, IP networks, Fingerprint recognition, Servers, Internet, Feature extraction, fingerprinting, device identification, browser extensions,"
IEEE Security and Privacy 2013,Practical Control Flow Integrity and Randomization for Binary Executables,"Control Flow Integrity (CFI) provides a strong protection against modern control-flow hijacking attacks. However, performance and compatibility issues limit its adoption. We propose a new practical and realistic protection method called CCFIR (Compact Control Flow Integrity and Randomization), which addresses the main barriers to CFI adoption. CCFIR collects all legal targets of indirect control-transfer instructions, puts them into a dedicated ""Springboard section"" in a random order, and then limits indirect transfers to flow only to them. Using the Springboard section for targets, CCFIR can validate a target more simply and faster than traditional CFI, and provide support for on-site target-randomization as well as better compatibility. Based on these approaches, CCFIR can stop control-flow hijacking attacks including ROP and return-into-libc. Results show that ROP gadgets are all eliminated. We observe that with the wide deployment of ASLR, Windows/x86 PE executables contain enough information in relocation tables which CCFIR can use to find all legal instructions and jump targets reliably, without source code or symbol information. We evaluate our prototype implementation on common web browsers and the SPEC CPU2000 suite: CCFIR protects large applications such as GCC and Firefox completely automatically, and has low performance overhead of about 3.6%/8.6% (average/max) using SPECint2000. Experiments on real-world exploits also show that CCFIR-hardened versions of IE6, Firefox 3.6 and other applications are protected effectively.","computer crime, legislation, online front-ends, Web sites, binary executable, control-flow hijacking attack protection, protection method, CCFIR, compact control flow integrity and randomization, CFI adoption, control-transfer instruction, springboard section, on-site target-randomization, ROP, return-into-libc, ASLR, Windows/x86 PE, legal instruction, Web browser, SPEC CPU2000, GCC, Firefox, Security, Layout, Libraries, Runtime, Law, Control systems,"
IEEE Security and Privacy 2013,Just-In-Time Code Reuse: On the Effectiveness of Fine-Grained Address Space Layout Randomization,"Fine-grained address space layout randomization (ASLR) has recently been proposed as a method of efficiently mitigating runtime attacks. In this paper, we introduce the design and implementation of a framework based on a novel attack strategy, dubbed just-in-time code reuse, that undermines the benefits of fine-grained ASLR. Specifically, we derail the assumptions embodied in fine-grained ASLR by exploiting the ability to repeatedly abuse a memory disclosure to map an application's memory layout on-the-fly, dynamically discover API functions and gadgets, and JIT-compile a target program using those gadgets -- all within a script environment at the time an exploit is launched. We demonstrate the power of our framework by using it in conjunction with a real-world exploit against Internet Explorer, and also provide extensive evaluations that demonstrate the practicality of just-in-time code reuse attacks. Our findings suggest that fine-grained ASLR may not be as promising as first thought.","application program interfaces, program compilers, search engines, security of data, just-in-time code reuse attacks, fine-grained address space layout randomization, ASLR, runtime attacks, attack strategy, memory disclosure, API functions, API gadgets, JIT-compile, script environment, Internet Explorer, Runtime, Layout, Libraries, Payloads, Registers, Security, Programming,"
IEEE Security and Privacy 2013,Welcome to the Entropics: Boot-Time Entropy in Embedded Devices,"We present three techniques for extracting entropy during boot on embedded devices. Our first technique times the execution of code blocks early in the Linux kernel boot process. It is simple to implement and has a negligible runtime overhead, but, on many of the devices we test, gathers hundreds of bits of entropy. Our second and third techniques, which run in the bootloader, use hardware features - DRAM decay behavior and PLL locking latency, respectively -- and are therefore less portable and less generally applicable, but their behavior is easier to explain based on physically unpredictable processes. We implement and measure the effectiveness of our techniques on ARM-, MIPS-, and AVR32-based systems-on-a-chip from a variety of vendors.","DRAM chips, embedded systems, entropy, Linux, microprocessor chips, operating system kernels, phase locked loops, system-on-chip, entropics, boot-time entropy, embedded devices, entropy extraction, code block execution, Linux kernel boot process, bootloader, DRAM decay behavior, PLL locking latency, ARM based systems-on-a-chip, MIPS-based systems-on-a-chip, AVR32-based systems-on-a-chip, phase-locked loops, Entropy, Kernel, Linux, Instruments, System-on-chip, Random access memory, Timing, entropy, randomness, embedded devices, dram, pll, timing,"
