conference,title,abstract,keywords
IEEE Security and Privacy 2012,Off-path TCP Sequence Number Inference Attack - How Firewall Middleboxes Reduce Security,"In this paper, we report a newly discovered ""off-path TCP sequence number inference"" attack enabled by firewall middle boxes. It allows an off-path (i.e., not man-in-the-middle) attacker to hijack a TCP connection and inject malicious content, effectively granting the attacker write-only permission on the connection. For instance, with the help of unprivileged malware, we demonstrate that a successful attack can hijack an HTTP session and return a phishing Face book login page issued by a browser. With the same mechanisms, it is also possible to inject malicious Javascript to post tweets or follow other people on behalf of the victim. The TCP sequence number inference attack is mainly enabled by the sequence-number-checking firewall middle boxes. Through carefully-designed and well-timed probing, the TCP sequence number state kept on the firewall middle box can be leaked to an off-path attacker. We found such firewall middle boxes to be very popular in cellular networks - at least 31.5% of the 149 measured networks deploy such firewalls. Finally, since the sequence-number-checking feature is enabled by design, it is unclear how to mitigate the problem easily.","authorisation, cellular radio, computer crime, computer network security, hypermedia, invasive software, Java, online front-ends, social networking (online), transport protocols, off-path TCP sequence number inference attack, firewall middleboxes, security reduction, off-path attacker, TCP connection, malicious content, write-only permission, unprivileged malware, HTTP session, phishing Face book login page, Web browser, Javascript, sequence-number-checking firewall middle boxes, carefully-designed probing, well-timed probing, cellular networks, sequence-number-checking feature, Middleboxes, Servers, Malware, Radiation detectors, IP networks, TCP sequence number inference, TCP connection hijack, Firewall middleboxes,"
IEEE Security and Privacy 2012,Signing Me onto Your Accounts through Facebook and Google: A Traffic-Guided Security Study of Commercially Deployed Single-Sign-On Web Services,"With the boom of software-as-a-service and social networking, web-based single sign-on (SSO) schemes are being deployed by more and more commercial websites to safeguard many web resources. Despite prior research in formal verification, little has been done to analyze the security quality of SSO schemes that are commercially deployed in the real world. Such an analysis faces unique technical challenges, including lack of access to well-documented protocols and code, and the complexity brought in by the rich browser elements (script, Flash, etc.). In this paper, we report the first ""field study"" on popular web SSO systems. In every studied case, we focused on the actual web traffic going through the browser, and used an algorithm to recover important semantic information and identify potential exploit opportunities. Such opportunities guided us to the discoveries of real flaws. In this study, we discovered 8 serious logic flaws in high-profile ID providers and relying party websites, such as Open ID (including Google ID and Pay Pal Access), Face book, Jan Rain, Freelancer, Farm Ville, Sears.com, etc. Every flaw allows an attacker to sign in as the victim user. We reported our findings to affected companies, and received their acknowledgements in various ways. All the reported flaws, except those discovered very recently, have been fixed. This study shows that the overall security quality of SSO deployments seems worrisome. We hope that the SSO community conducts a study similar to ours, but in a larger scale, to better understand to what extent SSO is insecurely deployed and how to respond to the situation.","cloud computing, formal verification, security of data, social networking (online), Web services, Facebook, Google, traffic-guided security study, commercially deployed single-sign-on Web services, software-as-a-service, social networking, Web-based single sign-on schemes, commercial Websites, formal verification, well-documented protocols, rich browser elements, logic flaws, high-profile ID providers, OpenID, JanRain, Freelancer, FarmVille, Sears.com, Browsers, Labeling, Protocols, Facebook, Google, Authentication, Single-Sign-On, Authentication, Web Service, Secure Protocol, Logic Flaw,"
IEEE Security and Privacy 2012,Unleashing Mayhem on Binary Code,"In this paper we present Mayhem, a new system for automatically finding exploitable bugs in binary (i.e., executable) programs. Every bug reported by Mayhem is accompanied by a working shell-spawning exploit. The working exploits ensure soundness and that each bug report is security-critical and actionable. Mayhem works on raw binary code without debugging information. To make exploit generation possible at the binary-level, Mayhem addresses two major technical challenges: actively managing execution paths without exhausting memory, and reasoning about symbolic memory indices, where a load or a store address depends on user input. To this end, we propose two novel techniques: 1) hybrid symbolic execution for combining online and offline (concolic) execution to maximize the benefits of both techniques, and 2) index-based memory modeling, a technique that allows Mayhem to efficiently reason about symbolic memory at the binary level. We used Mayhem to find and demonstrate 29 exploitable vulnerabilities in both Linux and Windows programs, 2 of which were previously undocumented.","binary codes, program debugging, Mayhem, binary programs, executable programs, working shell-spawning exploit, bug report, raw binary code, exploit generation, binary-level, active managing execution paths, symbolic memory indices, hybrid symbolic execution, online execution, offline execution, concolic execution, Linux programs, Windows programs, Concrete, Computer bugs, Engines, Servers, Binary codes, Switches, Memory management, hybrid execution, symbolic memory, index-based memory modeling, exploit generation,"
IEEE Security and Privacy 2012,Clash Attacks on the Verifiability of E-Voting Systems,"Verifiability is a central property of modern e-voting systems. Intuitively, verifiability means that voters can check that their votes were actually counted and that the published result of the election is correct, even if the voting machines/authorities are (partially) untrusted. In this paper, we raise awareness of a simple attack, which we call a clash attack, on the verifiability of e-voting systems. The main idea behind this attack is that voting machines manage to provide different voters with the same receipt. As a result, the voting authorities can safely replace ballots by new ballots, and by this, manipulate the election without being detected. This attack does not seem to have attracted much attention in the literature. Even though the attack is quite simple, we show that, under reasonable trust assumptions, it applies to several e-voting systems that have been designed to provide verifiability. In particular, we show that it applies to the prominent Three Ballot and VAV voting systems as well as to two e-voting systems that have been deployed in real elections: the Wombat Voting system and a variant of the Helios voting system. We discuss countermeasures for each of these systems and for (various variants of) Helios provide a formal analysis based on a rigorous definition of verifiability. More precisely, our analysis of Helios is with respect to the more general and in the area of e-voting often overlooked notion of accountability.","public administration, security of data, clash attacks, e-voting systems verifiability, voting authorities, voting machines, VAV voting systems, Wombat voting system, Helios voting system, real elections, Nominations and elections, Browsers, Electronic voting, Encryption, Educational institutions, accountability, verifiability, protocol analysis, voting,"
IEEE Security and Privacy 2012,Third-Party Web Tracking: Policy and Technology,"In the early days of the web, content was designed and hosted by a single person, group, or organization. No longer. Webpages are increasingly composed of content from myriad unrelated ""third-party"" websites in the business of advertising, analytics, social networking, and more. Third-party services have tremendous value: they support free content and facilitate web innovation. But third-party services come at a privacy cost: researchers, civil society organizations, and policymakers have increasingly called attention to how third parties can track a user's browsing activities across websites. This paper surveys the current policy debate surrounding third-party web tracking and explains the relevant technology. It also presents the FourthParty web measurement platform and studies we have conducted with it. Our aim is to inform researchers with essential background and tools for contributing to public understanding and policy debates about web tracking.","data privacy, Web sites, third-party Web tracking, Web pages, third-party Web sites, advertising, analytics, social networking, Web innovation, privacy, user browsing activity tracking, fourth party Web measurement platform, Privacy, Advertising, Companies, Security, History, Economics, Web privacy, third-party tracking, Do Not Track,"
IEEE Security and Privacy 2012,EvilSeed: A Guided Approach to Finding Malicious Web Pages,"Malicious web pages that use drive-by download attacks or social engineering techniques to install unwanted software on a user's computer have become the main avenue for the propagation of malicious code. To search for malicious web pages, the first step is typically to use a crawler to collect URLs that are live on the Internet. Then, fast prefiltering techniques are employed to reduce the amount of pages that need to be examined by more precise, but slower, analysis tools (such as honey clients). While effective, these techniques require a substantial amount of resources. A key reason is that the crawler encounters many pages on the web that are benign, that is, the ""toxicity"" of the stream of URLs being analyzed is low. In this paper, we present EVILSEED, an approach to search the web more efficiently for pages that are likely malicious. EVILSEED starts from an initial seed of known, malicious web pages. Using this seed, our system automatically generates search engines queries to identify other malicious pages that are similar or related to the ones in the initial seed. By doing so, EVILSEED leverages the crawling infrastructure of search engines to retrieve URLs that are much more likely to be malicious than a random page on the web. In other words EVILSEED increases the ""toxicity"" of the input URL stream. Also, we envision that the features that EVILSEED presents could be directly applied by search engines in their prefilters. We have implemented our approach, and we evaluated it on a large-scale dataset. The results show that EVILSEED is able to identify malicious web pages more efficiently when compared to crawler-based approaches.","Internet, search engines, security of data, EvilSeed, malicious Web pages, drive-by download attacks, social engineering techniques, unwanted software, malicious code, URL, Internet, fast prefiltering techniques, search engines queries, crawler-based approaches, Search engines, Web pages, Malware, Google, Crawlers, Feature extraction, Web Security, Drive-By Downloads, Guided Crawl-Web Security, Drive-By Downloads, Guided Crawling,"
IEEE Security and Privacy 2012,Rozzle: De-cloaking Internet Malware,"JavaScript-based malware attacks have increased in recent years and currently represent a signicant threat to the use of desktop computers, smartphones, and tablets. While static and runtime methods for malware detection have been proposed in the literature, both on the client side, for just-in-time in-browser detection, as well as offline, crawler-based malware discovery, these approaches encounter the same fundamental limitation. Web-based malware tends to be environment-specific, targeting a particular browser, often attacking specic versions of installed plugins. This targeting occurs because the malware exploits vulnerabilities in specific plugins and fails otherwise. As a result, a fundamental limitation for detecting a piece of malware is that malware is triggered infrequently, only showing itself when the right environment is present. We observe that, using fingerprinting techniques that capture and exploit unique properties of browser configurations, almost all existing malware can be made virtually impssible for malware scanners to detect. This paper proposes Rozzle, a JavaScript multi-execution virtual machine, as a way to explore multiple execution paths within a single execution so that environment-specific malware will reveal itself. Using large-scale experiments, we show that Rozzle increases the detection rate for offline runtime detection by almost seven times. In addition, Rozzle triples the effectiveness of online runtime detection. We show that Rozzle incurs virtually no runtime overhead and allows us to replace multiple VMs running different browser configurations with a single Rozzle-enabled browser, reducing the hardware requirements, network bandwidth, and power consumption.","Internet, invasive software, Java, virtual machines, Rozzle, decloaking Internet malware, JavaScript based malware attacks, signicant threat, desktop computers, smartphones, tablets, runtime methods, static methods, malware detection, just-in-time in-browser detection, crawler based malware discovery, fingerprinting techniques, browser configurations, malware scanners, JavaScript multiexecution virtual machine, Malware, Browsers, Runtime, Navigation, Detectors, Reactive power, Fingerprint recognition, malware, cloaking, JavaScript,"
IEEE Security and Privacy 2012,"Detecting Hoaxes, Frauds, and Deception in Writing Style Online","In digital forensics, questions often arise about the authors of documents: their identity, demographic background, and whether they can be linked to other documents. The field of stylometry uses linguistic features and machine learning techniques to answer these questions. While stylometry techniques can identify authors with high accuracy in non-adversarial scenarios, their accuracy is reduced to random guessing when faced with authors who intentionally obfuscate their writing style or attempt to imitate that of another author. While these results are good for privacy, they raise concerns about fraud. We argue that some linguistic features change when people hide their writing style and by identifying those features, stylistic deception can be recognized. The major contribution of this work is a method for detecting stylistic deception in written documents. We show that using a large feature set, it is possible to distinguish regular documents from deceptive documents with 96.6% accuracy (F-measure). We also present an analysis of linguistic features that can be modified to hide writing style.","data privacy, document handling, forensic science, fraud, Internet, learning (artificial intelligence), linguistics, hoaxes detection, frauds, writing style online, digital forensics, linguistic features, machine learning techniques, stylometry techniques, nonadversarial scenarios, random guessing, stylistic deception, written documents, regular documents, deceptive documents, F-measure, Writing, Pragmatics, Feature extraction, Accuracy, Blogs, Context, Privacy, stylometry, deception, machine learning, privacy,"
IEEE Security and Privacy 2012,LASTor: A Low-Latency AS-Aware Tor Client,"The widely used Tor anonymity network is designed to enable low-latency anonymous communication. However, in practice, interactive communication on Tor-which accounts for over 90% of connections in the Tor network [1]-incurs latencies over 5x greater than on the direct Internet path. In addition, since path selection to establish a circuit in Tor is oblivious to Internet routing, anonymity guarantees can breakdown in cases where an autonomous system (AS) can correlate traffic across the entry and exit segments of a circuit. In this paper, we show that both of these shortcomings in Tor can be addressed with only client-side modifications, i.e., without requiring a revamp of the entire Tor architecture. To this end, we design and implement a new Tor client, LASTor. First, we show that LASTor can deliver significant latency gains over the default Tor client by simply accounting for the inferred locations of Tor relays while choosing paths. Second, since the preference for low latency paths reduces the entropy of path selection, we design LASTor's path selection algorithm to be tunable. A user can choose an appropriate tradeoff between latency and anonymity by specifying a value between 0 (lowest latency) and 1 (highest anonymity) for a single parameter. Lastly, we develop an efficient and accurate algorithm to identify paths on which an AS can correlate traffic between the entry and exit segments. This algorithm enables LASTor to avoid such paths and improve a user's anonymity, while the low runtime of the algorithm ensures that the impact on end-to-end latency of communication is low. By applying our techniques to measurements of real Internet paths and by using LASTor to visit the top 200 websites from several geographically-distributed end-hosts, we show that, in comparison to the default Tor client, LASTor reduces median latencies by 25% while also reducing the false negative rate of not detecting a potential snooping AS from 57% to 11%.","computer network management, entropy, Internet, telecommunication network routing, telecommunication traffic, Tor anonymity network, low-latency anonymous communication, interactive communication, direct Internet path, Internet routing, traffic correlation, circuit entry segment, circuit exit segment, client-side modification, Tor client design, Tor client implementation, latency gain, Tor relay inferred location, low latency path, path selection entropy, tunable LASTor path selection algorithm design, path identification, user anonymity improvement, algorithm low runtime, real Internet path measurement, Websites, geographically-distributed end-hosts, median latency reduction, low-latency AS-aware Tor client, Relays, Internet, Extraterrestrial measurements, Routing, IP networks, Bandwidth, Algorithm design and analysis,"
IEEE Security and Privacy 2012,OB-PWS: Obfuscation-Based Private Web Search,"Obfuscation-based private web search (OB-PWS) solutions allow users to search for information in the Internet while concealing their interests. The basic privacy mechanism in OB-PWS is the automatic generation of dummy queries that are sent to the search engine along with users' real requests. These dummy queries prevent the accurate inference of search profiles and provide query deniability. In this paper we propose an abstract model and an associated analysis framework to systematically evaluate the privacy protection offered by OB-PWS systems. We analyze six existing OB-PWS solutions using our framework and uncover vulnerabilities in their designs. Based on these results, we elicit a set of features that must be taken into account when analyzing the security of OB-PWS designs to avoid falling into the same pitfalls as previous proposals.","data privacy, industrial property, Internet, query processing, OB-PWS solutions, obfuscation-based private Web search solutions, Internet, information search, privacy mechanism, automatic dummy queries generation, search engine, users real requests, search profiles, query deniability, abstract model, associated analysis framework, privacy protection, OB-PWS designs, Privacy, Web search, Search engines, Semantics, Noise, Abstracts, Prediction algorithms, privacy, web search, obfuscation,"
IEEE Security and Privacy 2012,LAP: Lightweight Anonymity and Privacy,"Popular anonymous communication systems often require sending packets through a sequence of relays on dilated paths for strong anonymity protection. As a result, increased end-to-end latency renders such systems inadequate for the majority of Internet users who seek an intermediate level of anonymity protection while using latency-sensitive applications, such as Web applications. This paper serves to bridge the gap between communication systems that provide strong anonymity protection but with intolerable latency and non-anonymous communication systems by considering a new design space for the setting. More specifically, we explore how to achieve near-optimal latency while achieving an intermediate level of anonymity with a weaker yet practical adversary model (i.e., protecting an end-host's identity and location from servers) such that users can choose between the level of anonymity and usability. We propose Lightweight Anonymity and Privacy (LAP), an efficient network-based solution featuring lightweight path establishment and stateless communication, by concealing an end-host's topological location to enhance anonymity against remote tracking. To show practicality, we demonstrate that LAP can work on top of the current Internet and proposed future Internet architectures.","computer network security, data privacy, Internet, telecommunication network topology, LAP, lightweight anonymity and privacy, anonymous communication system, anonymity protection, end-to-end latency, Internet, intermediate level, latency-sensitive application, Web application, near-optimal latency, network-based solution, lightweight path establishment, stateless communication, end-host topological location, remote tracking, Privacy, Cryptography, Receivers, Internet, Protocols, Routing, Servers, low-latency anonymous routing, topological anonymity, location privacy,"
IEEE Security and Privacy 2012,Guess Again (and Again and Again): Measuring Password Strength by Simulating Password-Cracking Algorithms,"Text-based passwords remain the dominant authentication method in computer systems, despite significant advancement in attackers' capabilities to perform password cracking. In response to this threat, password composition policies have grown increasingly complex. However, there is insufficient research defining metrics to characterize password strength and using them to evaluate password-composition policies. In this paper, we analyze 12,000 passwords collected under seven composition policies via an online study. We develop an efficient distributed method for calculating how effectively several heuristic password-guessing algorithms guess passwords. Leveraging this method, we investigate (a) the resistance of passwords created under different conditions to guessing, (b) the performance of guessing algorithms under different training sets, (c) the relationship between passwords explicitly created under a given composition policy and other passwords that happen to meet the same requirements, and (d) the relationship between guess ability, as measured with password-cracking algorithms, and entropy estimates. Our findings advance understanding of both password-composition policies and metrics for quantifying password security.","authorisation, password strength measurement, password-cracking algorithms, text-based passwords, authentication method, password cracking, password composition policies, heuristic password-guessing algorithms, training sets, entropy estimates, password security, Training, Electronic mail, Dictionaries, Entropy, Calculators, Resistance, Atmospheric measurements, authentication, passwords, user study,"
IEEE Security and Privacy 2012,The Science of Guessing: Analyzing an Anonymized Corpus of 70 Million Passwords,"We report on the largest corpus of user-chosen passwords ever studied, consisting of anonymized password histograms representing almost 70 million Yahoo! users, mitigating privacy concerns while enabling analysis of dozens of subpopulations based on demographic factors and site usage characteristics. This large data set motivates a thorough statistical treatment of estimating guessing difficulty by sampling from a secret distribution. In place of previously used metrics such as Shannon entropy and guessing entropy, which cannot be estimated with any realistically sized sample, we develop partial guessing metrics including a new variant of guesswork parameterized by an attacker's desired success rate. Our new metric is comparatively easy to approximate and directly relevant for security engineering. By comparing password distributions with a uniform distribution which would provide equivalent security against different forms of guessing attack, we estimate that passwords provide fewer than 10 bits of security against an online, trawling attack, and only about 20 bits of security against an optimal offline dictionary attack. We find surprisingly little variation in guessing difficulty; every identifiable group of users generated a comparably weak password distribution. Security motivations such as the registration of a payment card have no greater impact than demographic factors such as age and nationality. Even proactive efforts to nudge users towards better password choices with graphical feedback make little difference. More surprisingly, even seemingly distant language communities choose the same weak passwords and an attacker never gains more than a factor of 2 efficiency gain by switching from the globally optimal dictionary to a population-specific lists.","message authentication, statistical analysis, Web sites, anonymized corpus, user-chosen passwords, anonymized password histograms, Yahoo! users, privacy concerns, demographic factors, site usage characteristics, statistical treatment, guessing difficulty, secret distribution, Shannon entropy, guessing entropy, partial guessing metrics, security engineering, password distributions, optimal offline dictionary attack, security motivations, graphical feedback, Measurement, Dictionaries, Entropy, Privacy, Semantics, Cryptography, computer security, authentication, statistics, information theory, data mining,"
IEEE Security and Privacy 2012,The Quest to Replace Passwords: A Framework for Comparative Evaluation of Web Authentication Schemes,"We evaluate two decades of proposals to replace text passwords for general-purpose user authentication on the web using a broad set of twenty-five usability, deployability and security benefits that an ideal scheme might provide. The scope of proposals we survey is also extensive, including password management software, federated login protocols, graphical password schemes, cognitive authentication schemes, one-time passwords, hardware tokens, phone-aided schemes and biometrics. Our comprehensive approach leads to key insights about the difficulty of replacing passwords. Not only does no known scheme come close to providing all desired benefits: none even retains the full set of benefits that legacy passwords already provide. In particular, there is a wide range from schemes offering minor security benefits beyond legacy passwords, to those offering significant security benefits in return for being more costly to deploy or more difficult to use. We conclude that many academic proposals have failed to gain traction because researchers rarely consider a sufficiently wide range of real-world constraints. Beyond our analysis of current schemes, our framework provides an evaluation methodology and benchmark for future web authentication proposals.","authorisation, biometrics (access control), human computer interaction, Internet, message authentication, text analysis, text password replacement, comparative evaluation, Web authentication scheme, general-purpose user authentication, usability, deployability, security benefit, password management software, federated login protocol, graphical password scheme, cognitive authentication scheme, one-time password, hardware token, phone-aided scheme, biometrics, legacy password, real-world constraint, Web authentication proposal, human computer interaction, Authentication, Usability, Privacy, Proposals, Educational institutions, authentication, computer security, human computer interaction, security and usability, deployability, economics, software engineering,"
IEEE Security and Privacy 2012,ILR: Where'd My Gadgets Go?,"Through randomization of the memory space and the confinement of code to non-data pages, computer security researchers have made a wide range of attacks against program binaries more difficult. However, attacks have evolved to exploit weaknesses in these defenses. To thwart these attacks, we introduce a novel technique called Instruction Location Randomization (ILR). Conceptually, ILR randomizes the location of every instruction in a program, thwarting an attacker's ability to re-use program functionality (e.g., arc-injection attacks and return-oriented programming attacks). ILR operates on arbitrary executable programs, requires no compiler support, and requires no user interaction. Thus, it can be automatically applied post-deployment, allowing easy and frequent re-randomization. Our preliminary prototype, working on 32-bit x86 Linux ELF binaries, provides a high degree of entropy. Individual instructions are randomly placed within a 31-bit address space. Thus, attacks that rely on a priori knowledge of the location of code or derandomization are not feasible. We demonstrated ILR's defensive capabilities by defeating attacks against programs with vulnerabilities, including Adobe's PDF viewer, acroread, which had an in-the-wild vulnerability. Additionally, using an industry-standard CPU performance benchmark suite, we compared the run time of prototype ILR-protected executables to that of native executables. The average run-time overhead of ILR was 13% with more than half the programs having effectively no overhead (15 out of 29), indicating that ILR is a realistic and cost-effective mitigation technique.","Linux, security of data, memory space, code confinement, nondata page, computer security researcher, program binary, instruction location randomization, program functionality, arbitrary executable program, rerandomization, Linux ELF binary, entropy, derandomization, in-the-wild vulnerability, industry-standard CPU performance benchmark suite, prototype ILR-protected executable, native executable, average run-time overhead, cost-effective mitigation technique, Engines, Security, Prototypes, Layout, Linux, Program processors, Virtual machining, Randomization, Exploit prevention, Diversity, ASLR, Return-oriented-programming, arc-injection,"
IEEE Security and Privacy 2012,Space Traveling across VM: Automatically Bridging the Semantic Gap in Virtual Machine Introspection via Online Kernel Data Redirection,"It is generally believed to be a tedious, time consuming, and error-prone process to develop a virtual machine introspection (VMI) tool manually because of the semantic gap. Recent advances in Virtuoso show that we can largely narrow the semantic gap. But it still cannot completely automate the VMI tool generation. In this paper, we present VMST, an entirely new technique that can automatically bridge the semantic gap and generate the VMI tools. The key idea is that, through system wide instruction monitoring, we can automatically identify the introspection related data and redirect these data accesses to the in-guest kernel memory. VMST offers a number of new features and capabilities. Particularly, it automatically enables an in-guest inspection program to become an introspection program. We have tested VMST over 15 commonly used utilities on top of 20 different Linux kernels. The experimental results show that our technique is general (largely OS-agnostic), and it introduces 9.3X overhead on average for the introspected program compared to the native non-redirected one.","Linux, operating system kernels, virtual machines, space traveling, semantic gap, virtual machine introspection, online kernel data redirection, error-prone process, virtual machine introspection tool, Virtuoso, VMI tool generation, VMST, introspection related data, in-guest kernel memory, Linux kernels, Kernel, Context, Switches, Linux, Semantics, Hardware, Monitoring,"
IEEE Security and Privacy 2012,Smashing the Gadgets: Hindering Return-Oriented Programming Using In-place Code Randomization,"The wide adoption of non-executable page protections in recent versions of popular operating systems has given rise to attacks that employ return-oriented programming (ROP) to achieve arbitrary code execution without the injection of any code. Existing defenses against ROP exploits either require source code or symbolic debugging information, or impose a significant runtime overhead, which limits their applicability for the protection of third-party applications. In this paper we present in-place code randomization, a practical mitigation technique against ROP attacks that can be applied directly on third-party software. Our method uses various narrow-scope code transformations that can be applied statically, without changing the location of basic blocks, allowing the safe randomization of stripped binaries even with partial disassembly coverage. These transformations effectively eliminate about 10%, and probabilistically break about 80% of the useful instruction sequences found in a large set of PE files. Since no additional code is inserted, in-place code randomization does not incur any measurable runtime overhead, enabling it to be easily used in tandem with existing exploit mitigations such as address space layout randomization. Our evaluation using publicly available ROP exploits and two ROP code generation toolkits demonstrates that our technique prevents the exploitation of the tested vulnerable Windows 7 applications, including Adobe Reader, as well as the automated construction of alternative ROP payloads that aim to circumvent in-place code randomization using solely any remaining unaffected instruction sequences.","operating systems (computers), program debugging, security of data, source coding, return-oriented programming, in-place code randomization, arbitrary code execution, symbolic debugging information, third-party software, partial disassembly coverage, Windows 7 applications, Adobe Reader, Registers, Debugging, Libraries, Payloads, Data mining, Runtime, Programming,"
IEEE Security and Privacy 2012,Building Verifiable Trusted Path on Commodity x86 Computers,"A trusted path is a protected channel that assures the secrecy and authenticity of data transfers between a user's input/output (I/O) device and a program trusted by that user. We argue that, despite its incontestable necessity, current commodity systems do not support trusted path with any significant assurance. This paper presents a hyper visor-based design that enables a trusted path to bypass an untrusted operating-system, applications, and I/O devices, with a minimal Trusted Computing Base (TCB). We also suggest concrete I/O architectural changes that will simplify future trusted-path system design. Our system enables users to verify the states and configurations of one or more trusted-paths using a simple, secret less, hand-held device. We implement a simple user-oriented trusted path as a case study.","input-output programs, trusted computing, workstation clusters, commodity x86 computers, verifiable trusted path, data secrecy, data authenticity, input/output (I/O) device, commodity systems, hyper visor-based design, trusted computing base, TCB, user-oriented trusted path, Virtual machine monitors, Hardware, Security, Performance evaluation, Registers, Aerospace electronics, Computers, Trusted Path, Trustworthy Computing, Hypervisor, Isolation, Device Input/Output,"
